"species"	"decimallatitude"	"decimallongitude"	"class"
"3403"	"Macaca fascicularis"	5.16667	118.75	"Mammalia"
"3404"	"Petaurista petaurista"	5.16667	118.75	"Mammalia"
"3405"	"Nasalis larvatus"	0	114	"Mammalia"
"3406"	"Maxomys rajah"	1.53333	110.4	"Mammalia"
"3407"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"3408"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"3409"	"Lutrogale perspicillata"	4.93402	117.83228	"Mammalia"
"3410"	"Nasalis larvatus"	-2.65135	111.61894	"Mammalia"
"3411"	""	6.008	116.5413	"Mammalia"
"3412"	""	2.90217	119.69732	"Mammalia"
"3413"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3414"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3415"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"3416"	"Presbytis rubicunda"	4.39936	117.8893	"Mammalia"
"3417"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"3418"	"Hylobates albibarbis"	-1.21889	110.3925	"Mammalia"
"3419"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3420"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3421"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3422"	"Macaca nemestrina"	4.40259	117.89581	"Mammalia"
"3423"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3424"	"Macaca fascicularis"	-1.225	110.105	"Mammalia"
"3425"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3426"	"Nasalis larvatus"	1	114	"Mammalia"
"3427"	"Macaca nemestrina"	4.58333	113.98333	"Mammalia"
"3428"	"Sus barbatus"	4.58333	113.98333	"Mammalia"
"3429"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3430"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3431"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3432"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3433"	"Myotis mystacinus"	6.05	116.53333	"Mammalia"
"3434"	"Myotis horsfieldii"	2.6533	113.0514	"Mammalia"
"3435"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3436"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"3437"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"3438"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"3439"	"Crocidura fuliginosa"	2.6533	113.0514	"Mammalia"
"3440"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3441"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"3442"	"Hipposideros diadema"	2.65333	113.0515	"Mammalia"
"3443"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"3444"	"Kerivoula lenis"	2.65333	113.0515	"Mammalia"
"3445"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"3446"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"3447"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"3448"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"3449"	"Myotis montivagus"	2.65333	113.0515	"Mammalia"
"3450"	"Chironax melanocephalus"	4.39817	117.8876	"Mammalia"
"3451"	"Callosciurus prevostii"	2.4	115.37	"Mammalia"
"3452"	"Leopoldamys sabanus"	2.85	115.8	"Mammalia"
"3453"	"Leopoldamys sabanus"	2.85	115.8	"Mammalia"
"3454"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"3455"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"3456"	"Niviventer cremoriventer"	2.67	115.62	"Mammalia"
"3457"	"Niviventer cremoriventer"	2.85	115.8	"Mammalia"
"3458"	"Maxomys surifer"	2.67	115.62	"Mammalia"
"3459"	"Chrotomys whiteheadi"	2.67	115.62	"Mammalia"
"3460"	""	-0.83	117	"Mammalia"
"3461"	"Cynopterus sphinx"	1.87	108.15	"Mammalia"
"3462"	"Cynopterus sphinx"	1.87	108.15	"Mammalia"
"3463"	"Aethalops alecto"	2.85	115.8	"Mammalia"
"3464"	"Aethalops alecto"	2.85	115.8	"Mammalia"
"3465"	"Macroglossus minimus"	2.85	115.8	"Mammalia"
"3466"	"Myotis gomantongensis"	5.533	118.067	"Mammalia"
"3467"	"Penthetor lucasi"	2.667	115.617	"Mammalia"
"3468"	"Rhinolophus trifoliatus"	-0.833	117	"Mammalia"
"3469"	"Trichys fasciculata"	4.56	117.48	"Mammalia"
"3470"	"Hipposideros dyacorum"	5.76	118.33	"Mammalia"
"3471"	"Taphozous melanopogon"	6.70120700029339	116.979526850433	"Mammalia"
"3472"	"Hylobates funereus"	3.75	115.45	"Mammalia"
"3473"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"3474"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"3475"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"3476"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"3477"	"Callosciurus prevostii"	5.21667	117.5	"Mammalia"
"3478"	"Callosciurus notatus"	3.45	115.21667	"Mammalia"
"3479"	"Callosciurus prevostii"	2.7	114.65	"Mammalia"
"3480"	"Callosciurus prevostii"	1.71667	111.8	"Mammalia"
"3481"	"Niviventer cremoriventer"	6.05	116.8	"Mammalia"
"3482"	"Hylobates funereus"	1.71667	111.8	"Mammalia"
"3483"	"Paradoxurus hermaphroditus"	5.28333	117.55	"Mammalia"
"3484"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"3485"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"3486"	"Martes flavigula"	3.75	115.45	"Mammalia"
"3487"	"Cynopterus brachyotis"	3.58333	115.53333	"Mammalia"
"3488"	"Rattus exulans"	3.91667	114.45	"Mammalia"
"3489"	"Presbytis sabana"	4.41667	117.48333	"Mammalia"
"3490"	"Exilisciurus exilis"	4.41667	117.48333	"Mammalia"
"3491"	"Ratufa affinis"	4.41667	117.48333	"Mammalia"
"3492"	"Sundamys muelleri"	4.41667	117.48333	"Mammalia"
"3493"	"Tupaia glis"	4.41667	117.48333	"Mammalia"
"3494"	"Callosciurus prevostii"	3.31667	114.78333	"Mammalia"
"3495"	"Leopoldamys sabanus"	3.63333	115.51667	"Mammalia"
"3496"	"Maxomys alticola"	6.06667	116.56667	"Mammalia"
"3497"	"Rattus baluensis"	6.06667	116.56667	"Mammalia"
"3498"	"Dremomys everetti"	6.06667	116.56667	"Mammalia"
"3499"	"Echinosorex gymnura"	5.28333	117.55	"Mammalia"
"3500"	"Callosciurus prevostii"	5.28333	117.55	"Mammalia"
"3501"	"Callosciurus prevostii"	5.28333	117.55	"Mammalia"
"3502"	"Martes flavigula"	3.75	115.45	"Mammalia"
"3503"	"Sundamys muelleri"	6.16667	116.23333	"Mammalia"
"3504"	"Chrotomys whiteheadi"	6.08333	116.55	"Mammalia"
"3505"	"Rattus rattus"	5.31667	115.21667	"Mammalia"
"3506"	"Dremomys everetti"	5.98333	116.53333	"Mammalia"
"3507"	"Rattus exulans"	5.83333	118.11667	"Mammalia"
"3508"	"Tragulus javanicus"	5.83333	118.11667	"Mammalia"
"3509"	"Tragulus javanicus"	5.83333	118.23333	"Mammalia"
"3510"	"Callosciurus notatus"	5.83333	118.23333	"Mammalia"
"3511"	"Callosciurus notatus"	5.83333	118.23333	"Mammalia"
"3512"	"Callosciurus notatus"	5.83333	118.23333	"Mammalia"
"3513"	"Callosciurus prevostii"	2.5	113.5	"Mammalia"
"3514"	"Presbytis sabana"	5.53333	118.55	"Mammalia"
"3515"	"Echinosorex gymnura"	5.58333	118.06667	"Mammalia"
"3516"	"Tupaia tana"	5.53333	118.55	"Mammalia"
"3517"	"Tupaia minor"	5.53333	118.55	"Mammalia"
"3518"	"Callosciurus notatus"	5.53333	118.55	"Mammalia"
"3519"	"Leopoldamys sabanus"	5.53333	118.55	"Mammalia"
"3520"	"Sundamys muelleri"	5.53333	118.55	"Mammalia"
"3521"	"Hipposideros dyacorum"	5.53333	118.55	"Mammalia"
"3522"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"3523"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"3524"	"Emballonura monticola"	5.58333	118.06667	"Mammalia"
"3525"	"Tupaia tana"	1.48333	110.33333	"Mammalia"
"3526"	"Nannosciurus melanotis"	1.48333	110.33333	"Mammalia"
"3527"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"3528"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"3529"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"3530"	"Rattus rattus"	1.48333	110.33333	"Mammalia"
"3531"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"3532"	"Myotis ridleyi"	5.86667	117.93333	"Mammalia"
"3533"	"Tylonycteris robustula"	5.66667	116.46667	"Mammalia"
"3534"	"Balionycteris maculata"	5.86667	117.93333	"Mammalia"
"3535"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3536"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3537"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3538"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3539"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3540"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3541"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3542"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3543"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3544"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3545"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3546"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3547"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3548"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"3549"	""	-3.3	114.71667	"Mammalia"
"3550"	"Rattus argentiventer"	-3.46667	114.5	"Mammalia"
"3551"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"3552"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"3553"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"3554"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"3555"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"3556"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"3557"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"3558"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"3559"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"3560"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"3561"	"Eonycteris spelaea"	-0.43333	117.09167	"Mammalia"
"3562"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"3563"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"3564"	"Eonycteris major"	-0.38333	116.975	"Mammalia"
"3565"	"Cynopterus brachyotis"	-0.38333	116.975	"Mammalia"
"3566"	"Cynopterus brachyotis"	-0.38333	116.975	"Mammalia"
"3567"	"Cynopterus brachyotis"	-0.38333	116.975	"Mammalia"
"3568"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"3569"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"3570"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"3571"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"3572"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"3573"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"3574"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"3575"	"Tupaia minor"	6	116.68	"Mammalia"
"3576"	"Tupaia minor"	0.82	117.7	"Mammalia"
"3577"	"Tupaia minor"	6.02	116.68	"Mammalia"
"3578"	"Tupaia minor"	5.97	116.68	"Mammalia"
"3579"	"Macroglossus minimus"	-2.63	115.45	"Mammalia"
"3580"	"Rhinolophus philippinensis"	3.0933	113.6711	"Mammalia"
"3581"	"Rhinolophus philippinensis"	2.65333	113.0515	"Mammalia"
"3582"	"Rhinolophus philippinensis"	2.65333	113.0515	"Mammalia"
"3583"	"Rhinolophus philippinensis"	2.65333	113.0515	"Mammalia"
"3584"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"3585"	"Myotis horsfieldii"	2.6533	113.0514	"Mammalia"
"3586"	"Rattus exulans"	-3.22	114.37	"Mammalia"
"3587"	"Tupaia montana"	5.98	116.53	"Mammalia"
"3588"	"Tupaia gracilis"	5.98	116.53	"Mammalia"
"3589"	"Tupaia montana"	6.03	116.55	"Mammalia"
"3590"	"Tupaia montana"	5.98	116.53	"Mammalia"
"3591"	"Tupaia montana"	5.98	116.53	"Mammalia"
"3592"	"Cynopterus brachyotis"	-3.2181	114.37	"Mammalia"
"3593"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"3594"	"Leopoldamys sabanus"	6.02	116.87	"Mammalia"
"3595"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"3596"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"3597"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"3598"	"Niviventer cremoriventer"	6.02	116.87	"Mammalia"
"3599"	"Niviventer cremoriventer"	6	116.68	"Mammalia"
"3600"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"3601"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"3602"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"3603"	"Tupaia longipes"	6.02	116.87	"Mammalia"
"3604"	"Hipposideros bicolor"	1.71653	110.44442	"Mammalia"
"3605"	"Tylonycteris robustula"	1.11681	110.21392	"Mammalia"
"3606"	"Eonycteris spelaea"	1.11681	110.21392	"Mammalia"
"3607"	"Saccolaimus saccolaimus"	2.15	111.61667	"Mammalia"
"3608"	"Saccolaimus saccolaimus"	2.15	111.61667	"Mammalia"
"3609"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3610"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3611"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3612"	"Nasalis larvatus"	5.85002	117.91571	"Mammalia"
"3613"	"Nasalis larvatus"	0	114	"Mammalia"
"3614"	"Sundasciurus lowii"	6	116.68	"Mammalia"
"3615"	"Ratufa affinis"	6	116.68	"Mammalia"
"3616"	"Sundasciurus brookei"	6	116.68	"Mammalia"
"3617"	"Rattus tanezumi"	-1.08	110.68	"Mammalia"
"3618"	"Rattus tiomanicus"	-2.63	115.45	"Mammalia"
"3619"	"Nycteris javanica"	2.65333	113.0515	"Mammalia"
"3620"	"Emballonura alecto"	-2.63	115.45	"Mammalia"
"3621"	"Cynopterus horsfieldii"	-2.63	115.45	"Mammalia"
"3622"	"Penthetor lucasi"	2.65333	113.0515	"Mammalia"
"3623"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"3624"	"Cynopterus brachyotis"	2.6533	113.0514	"Mammalia"
"3625"	"Pteropus hypomelanus"	1.53	118.63	"Mammalia"
"3626"	"Pteropus speciosus"	-4.8	115.8	"Mammalia"
"3627"	"Tupaia tana"	2.17	117.5	"Mammalia"
"3628"	"Cynopterus horsfieldii"	-2.7	115.48	"Mammalia"
"3629"	"Miniopterus australis"	2.65333	113.0515	"Mammalia"
"3630"	"Dendrogale melanura"	6.08	116.55	"Mammalia"
"3631"	"Dendrogale melanura"	5.55	116.52	"Mammalia"
"3632"	"Exilisciurus exilis"	6	116.68	"Mammalia"
"3633"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"3634"	"Hipposideros bicolor"	2.65333	113.0515	"Mammalia"
"3635"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"3636"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"3637"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3638"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"3639"	"Sundamys muelleri"	6	116.68	"Mammalia"
"3640"	"Sundamys muelleri"	6	116.68	"Mammalia"
"3641"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"3642"	"Sundamys muelleri"	2.6533	113.0514	"Mammalia"
"3643"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"3644"	"Myotis ater"	2.6533	113.0514	"Mammalia"
"3645"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"3646"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"3647"	"Bos javanicus"	0	110	"Mammalia"
"3648"	"Callosciurus prevostii"	3.80002	114.43997	"Mammalia"
"3649"	"Hylobates muelleri"	3.00936	113.77358	"Mammalia"
"3650"	"Macaca fascicularis"	3.00936	113.77358	"Mammalia"
"3651"	"Pongo pygmaeus"	3.00936	113.77358	"Mammalia"
"3652"	"Trachypithecus cristatus"	3.00936	113.77358	"Mammalia"
"3653"	"Callosciurus prevostii"	-1.51667	111.5	"Mammalia"
"3654"	"Tupaia gracilis"	-1.51667	111.5	"Mammalia"
"3655"	"Viverra tangalunga"	-1.51667	111.5	"Mammalia"
"3656"	""	-1.51667	111.5	"Mammalia"
"3657"	"Pongo pygmaeus"	-1	114	"Mammalia"
"3658"	"Balionycteris maculata"	-1.05	110.11667	"Mammalia"
"3659"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3660"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3661"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"3662"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"3663"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"3664"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3665"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"3666"	"Miniopterus schreibersii"	2.65333	113.0515	"Mammalia"
"3667"	"Rhinolophus borneensis"	3.0933	113.6711	"Mammalia"
"3668"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"3669"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"3670"	"Myotis horsfieldii"	2.6533	113.0514	"Mammalia"
"3671"	"Crocidura fuliginosa"	2.6533	113.0514	"Mammalia"
"3672"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"3673"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"3674"	"Sundamys muelleri"	2.6533	113.0514	"Mammalia"
"3675"	"Rhinolophus borneensis"	3.0933	113.6711	"Mammalia"
"3676"	""	2.6533	113.0514	"Mammalia"
"3677"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"3678"	"Kerivoula papillosa"	2.65333	113.0515	"Mammalia"
"3679"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"3680"	"Sundamys muelleri"	2.6533	113.0514	"Mammalia"
"3681"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"3682"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"3683"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"3684"	"Thoopterus nigrescens"	2.90217	119.69732	"Mammalia"
"3685"	"Rousettus amplexicaudatus"	0.9	109.9	"Mammalia"
"3686"	"Tupaia splendidula"	0.9	109.9	"Mammalia"
"3687"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"3688"	"Macaca fascicularis"	4.45387	117.94833	"Mammalia"
"3689"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3690"	"Hylobates albibarbis"	-1.21333	110.09533	"Mammalia"
"3691"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3692"	""	4.40188	117.88785	"Mammalia"
"3693"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3694"	"Presbytis rubicunda"	4.39926	117.88929	"Mammalia"
"3695"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"3696"	"Presbytis rubicunda"	-1.21333	110.09533	"Mammalia"
"3697"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3698"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"3699"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"3700"	"Presbytis rubicunda"	4.45387	117.94833	"Mammalia"
"3701"	"Cynopterus brachyotis"	2.15	111.61667	"Mammalia"
"3702"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3703"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3704"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"3705"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"3706"	"Chrotomys whiteheadi"	2.67	115.62	"Mammalia"
"3707"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"3708"	"Chrotomys whiteheadi"	2.67	115.62	"Mammalia"
"3709"	"Chrotomys whiteheadi"	2.67	115.62	"Mammalia"
"3710"	""	2.85	115.8	"Mammalia"
"3711"	""	2.85	115.8	"Mammalia"
"3712"	"Aethalops alecto"	2.85	115.8	"Mammalia"
"3713"	"Aethalops alecto"	2.667	115.617	"Mammalia"
"3714"	"Hipposideros cervinus"	4.717	118.15	"Mammalia"
"3715"	"Macroglossus minimus"	2.85	115.8	"Mammalia"
"3716"	"Myotis macrotarsus"	4.717	118.15	"Mammalia"
"3717"	"Penthetor lucasi"	2.667	115.617	"Mammalia"
"3718"	"Rhinolophus borneensis"	4.717	118.15	"Mammalia"
"3719"	"Hipposideros bicolor"	2.65333	113.0515	"Mammalia"
"3720"	""	2.5	113.5	"Mammalia"
"3721"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"3722"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"3723"	"Tupaia longipes"	1.18	117.92	"Mammalia"
"3724"	"Nycticebus menagensis"	6	116.68	"Mammalia"
"3725"	"Cephalopachus bancanus"	6.13	116.87	"Mammalia"
"3726"	"Tupaia minor"	-0.5	117.15	"Mammalia"
"3727"	"Tupaia minor"	-0.5	117.15	"Mammalia"
"3728"	"Tupaia minor"	6.02	116.87	"Mammalia"
"3729"	"Eonycteris spelaea"	-2.63	115.45	"Mammalia"
"3730"	"Eonycteris spelaea"	-0.5	116.97	"Mammalia"
"3731"	"Rhinolophus philippinensis"	2.65333	113.0515	"Mammalia"
"3732"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"3733"	"Myotis horsfieldii"	2.6533	113.0514	"Mammalia"
"3734"	"Rattus exulans"	-3.22	114.37	"Mammalia"
"3735"	"Callosciurus notatus"	6.02	116.87	"Mammalia"
"3736"	"Miniopterus schreibersii"	2.65333	113.0515	"Mammalia"
"3737"	"Tupaia gracilis"	-0.53	117.08	"Mammalia"
"3738"	"Tupaia gracilis"	6.08	116.55	"Mammalia"
"3739"	"Tupaia montana"	5.98	116.53	"Mammalia"
"3740"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"3741"	"Niviventer cremoriventer"	6	116.68	"Mammalia"
"3742"	"Niviventer cremoriventer"	6.12	116.8	"Mammalia"
"3743"	"Niviventer cremoriventer"	-2.63	115.45	"Mammalia"
"3744"	"Balionycteris maculata"	1.61175	110.19589	"Mammalia"
"3745"	"Hipposideros cervinus"	1.11681	110.21392	"Mammalia"
"3746"	"Aethalops alecto"	1.11681	110.21392	"Mammalia"
"3747"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3748"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3749"	"Nasalis larvatus"	-3.22	114.37	"Mammalia"
"3750"	"Prionailurus bengalensis"	-2.5	115.4	"Mammalia"
"3751"	"Rattus tanezumi"	-1.08	110.68	"Mammalia"
"3752"	"Rousettus amplexicaudatus"	2.6533	113.0514	"Mammalia"
"3753"	"Emballonura alecto"	-2.63	115.45	"Mammalia"
"3754"	"Emballonura alecto"	-2.63	115.45	"Mammalia"
"3755"	"Emballonura alecto"	2.6533	113.0514	"Mammalia"
"3756"	"Tupaia tana"	2.02	112.93	"Mammalia"
"3757"	"Penthetor lucasi"	-2.7	115.48	"Mammalia"
"3758"	"Tupaia tana"	2.5	109.05	"Mammalia"
"3759"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"3760"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"3761"	"Cynopterus brachyotis"	-1.25	109.95	"Mammalia"
"3762"	"Cynopterus brachyotis"	-1.25	109.95	"Mammalia"
"3763"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"3764"	"Cynopterus brachyotis"	2.6533	113.0514	"Mammalia"
"3765"	"Tupaia splendidula"	-1.6	108.92	"Mammalia"
"3766"	"Pteropus hypomelanus"	2.28	118.25	"Mammalia"
"3767"	"Tupaia tana"	2.18	117.47	"Mammalia"
"3768"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"3769"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"3770"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"3771"	"Dendrogale melanura"	6.08	116.55	"Mammalia"
"3772"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"3773"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"3774"	"Emballonura monticola"	-0.87	110.6	"Mammalia"
"3775"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"3776"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"3777"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"3778"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3779"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3780"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3781"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3782"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"3783"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"3784"	"Sundamys muelleri"	6.12	116.8	"Mammalia"
"3785"	"Sundamys muelleri"	6.02	116.87	"Mammalia"
"3786"	"Sundamys muelleri"	2.65333	113.0515	"Mammalia"
"3787"	"Tragulus kanchil"	6	116.68	"Mammalia"
"3788"	"Echinosorex gymnura"	4.56	117.48	"Mammalia"
"3789"	"Cynopterus brachyotis"	5.95	116.06	"Mammalia"
"3790"	"Paradoxurus hermaphroditus"	4.583	113.966	"Mammalia"
"3791"	"Hylobates agilis"	0	114	"Mammalia"
"3792"	"Macaca maura"	0	117	"Mammalia"
"3793"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"3794"	"Myotis ater"	5.51667	118.06667	"Mammalia"
"3795"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3796"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3797"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3798"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"3799"	"Rattus argentiventer"	-3.4	114.7	"Mammalia"
"3800"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"3801"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"3802"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"3803"	""	-3.3	114.71667	"Mammalia"
"3804"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"3805"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
